path,label
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (14).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (23).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (27).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (3).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (88).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (7).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/4 (43).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (8).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (71).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (97).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (27).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (18).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (83).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (8).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (46).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (21).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (87).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (57).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (49).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (40).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (79).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (54).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (67).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (76).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (36).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (29).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (28).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (22).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (43).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/apple 3.jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (61).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (32).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (44).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (24).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (85).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (14).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (3).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (11).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (60).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (137).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (21).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (10).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (77).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (68).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (67).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (26).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (119).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (31).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (72).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (32).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (19).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (6).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/apple 13.jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (86).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (75).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (34).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (52).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (52).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (4).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (17).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (143).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/4 (9).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/4 (28).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (41).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (57).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (44).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (88).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (76).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/4 (22).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (100).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (130).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (32).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (5).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/apple 4.jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (41).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (38).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (11).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (67).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (84).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (28).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (74).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (53).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (46).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (13).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (30).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (9).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (26).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (36).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (39).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (38).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (65).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (1).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (39).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (26).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (122).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (33).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (24).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (69).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (25).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (26).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (126).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (79).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (18).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (2).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (57).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (76).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (81).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (23).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (107).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (45).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (42).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (25).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (20).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (54).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (44).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (38).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (35).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (103).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (48).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/4 (16).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (70).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/4 (4).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (102).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (47).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (106).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (31).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (46).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (41).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (48).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/apple 2.jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (77).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (112).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (31).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (35).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (42).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (22).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/4 (17).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (80).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (16).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (22).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (12).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (24).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/apple 11.jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (108).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (10).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (64).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (21).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (35).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (50).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (43).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/4 (38).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (12).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (145).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/apple 8.jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (133).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (78).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (66).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (55).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (70).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (16).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (68).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (27).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (15).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/2 (35).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (13).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (118).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/1 (34).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/6 (11).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (125).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (35).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (139).jpg,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/5 (60).JPG,0
/home/prathamesh/Downloads/Calorie_Estimation/Data/vegies_n_fruits/Apple/3 (120).jpg,0
